sim_time,reservation_time_trigger,charging_strategy,repositioning_strategy,user_requests
0,0.0,0.003,0.464,0.026150000000000003
60,0.0,0.003,0.0,0.0214
120,0.0,0.001,0.0,0.01008
180,0.0,0.004,0.0,0.02001
240,0.0,0.004,0.0,0.011540000000000002
300,0.0,0.001,0.305,0.00944
360,0.0,0.007,0.0,0.0173
420,0.0,0.003,0.0,0.02888
480,0.0,0.001,0.0,0.0099
540,0.0,0.001,0.0,0.009179999999999999
600,0.0,0.001,0.427,0.01216
660,0.0,0.002,0.0,0.012400000000000001
720,0.0,0.001,0.0,0.01426
780,0.0,0.003,0.0,0.008579999999999999
840,0.0,0.001,0.0,0.00662
900,0.0,0.001,0.365,0.02154
960,0.0,0.006,0.0,0.01827
1020,0.0,0.006,0.0,0.030230000000000003
1080,0.0,0.002,0.0,0.011299999999999998
1140,0.0,0.002,0.0,0.00923
1200,0.0,0.003,0.302,0.011179999999999999
1260,0.0,0.004,0.0,0.0109
1320,0.0,0.003,0.0,0.01404
1380,0.0,0.002,0.0,0.00351
1440,0.0,0.001,0.0,0.015130000000000001
1500,0.0,0.003,0.324,0.01384
1560,0.0,0.004,0.0,0.021089999999999998
1620,0.0,0.001,0.0,0.0076
1680,0.0,0.001,0.0,0.00314
1740,0.0,0.001,0.0,0.01152
1800,0.0,0.005,0.301,0.018999999999999996
1860,0.0,0.002,0.0,0.01018
1920,0.0,0.003,0.0,0.01198
1980,0.0,0.003,0.0,0.01422
2040,0.0,0.001,0.0,0.0
2100,0.0,0.003,0.338,0.00555
2160,0.0,0.003,0.0,0.013900000000000001
2220,0.0,0.003,0.0,0.01985
2280,0.0,0.003,0.0,0.0101
2340,0.0,0.003,0.0,0.01574
2400,0.0,0.008,0.352,0.024839999999999997
2460,0.0,0.003,0.0,0.026820000000000004
2520,0.0,0.001,0.0,0.00566
2580,0.0,0.003,0.0,0.022549999999999997
2640,0.0,0.003,0.0,0.01701
2700,0.0,0.005,0.31,0.012379999999999999
2760,0.0,0.003,0.0,0.014600000000000002
2820,0.0,0.004,0.0,0.014440000000000001
2880,0.0,0.003,0.0,0.01248
2940,0.0,0.001,0.0,0.00295
3000,0.0,0.003,0.332,0.01055
3060,0.0,0.001,0.0,0.01449
3120,0.0,0.004,0.0,0.01142
3180,0.0,0.001,0.0,0.00671
3240,0.0,0.003,0.0,0.021290000000000003
3300,0.0,0.002,0.321,0.010679999999999999
3360,0.0,0.001,0.0,0.01821
3420,0.0,0.002,0.0,0.0102
3480,0.0,0.001,0.0,0.01614
3540,0.0,0.001,0.0,0.0
3600,0.0,0.001,0.38,0.00589
3660,0.0,0.002,0.0,0.00843
3720,0.0,0.001,0.0,0.00579
3780,0.0,0.001,0.0,0.00808
3840,0.0,0.001,0.0,0.00986
3900,0.0,0.002,0.357,0.01014
3960,0.0,0.002,0.0,0.00314
4020,0.0,0.003,0.0,0.00313
4080,0.0,0.001,0.0,0.02126
4140,0.0,0.001,0.0,0.01633
4200,0.0,0.001,0.373,0.0
4260,0.0,0.002,0.0,0.0208
4320,0.0,0.003,0.0,0.017780000000000004
4380,0.0,0.002,0.0,0.01729
4440,0.0,0.002,0.0,0.010860000000000002
4500,0.0,0.001,0.306,0.011559999999999999
4560,0.0,0.001,0.0,0.01282
4620,0.0,0.001,0.0,0.00865
4680,0.0,0.003,0.0,0.01297
4740,0.0,0.001,0.0,0.015580000000000002
4800,0.0,0.003,0.36,0.01442
4860,0.0,0.001,0.0,0.00347
4920,0.0,0.001,0.0,0.0072299999999999994
4980,0.0,0.003,0.0,0.00911
5040,0.0,0.001,0.0,0.00864
5100,0.0,0.004,0.301,0.0081
5160,0.0,0.001,0.0,0.01797
5220,0.0,0.001,0.0,0.013009999999999999
5280,0.0,0.001,0.0,0.00797
5340,0.0,0.001,0.0,0.0
5400,0.0,0.003,0.284,0.0079
5460,0.0,0.001,0.0,0.005560000000000001
5520,0.0,0.001,0.0,0.01198
5580,0.0,0.001,0.0,0.01663
5640,0.0,0.001,0.0,0.01511
5700,0.0,0.003,0.331,0.0138
5760,0.0,0.004,0.0,0.02748
5820,0.0,0.001,0.0,0.00738
5880,0.0,0.001,0.0,0.01151
5940,0.0,0.003,0.0,0.00821
6000,0.0,0.001,0.39,0.01111
6060,0.0,0.003,0.0,0.01798
6120,0.0,0.001,0.0,0.023289999999999998
6180,0.0,0.001,0.0,0.00598
6240,0.0,0.001,0.0,0.01905
6300,0.0,0.001,0.314,0.01513
6360,0.0,0.004,0.0,0.00282
6420,0.0,0.001,0.0,0.010629999999999999
6480,0.0,0.001,0.0,0.013850000000000001
