sim_time,reservation_time_trigger,charging_strategy,repositioning_strategy,user_requests
0,0.0,0.001,0.586,0.06329
60,0.0,0.002,0.0,0.04329
120,0.0,0.002,0.0,0.01883
180,0.0,0.004,0.0,0.04694999999999999
240,0.0,0.004,0.0,0.022840000000000003
300,0.0,0.002,0.332,0.02345
360,0.0,0.006,0.0,0.07371
420,0.0,0.006,0.0,0.06881000000000001
480,0.0,0.002,0.0,0.028990000000000002
540,0.0,0.005,0.0,0.013430000000000001
600,0.0,0.002,0.648,0.023190000000000002
660,0.0,0.004,0.0,0.02917
720,0.0,0.003,0.0,0.03645
780,0.0,0.003,0.0,0.022010000000000002
840,0.0,0.004,0.0,0.0161
900,0.0,0.003,0.402,0.05092
960,0.0,0.008,0.0,0.03951
1020,0.0,0.004,0.0,0.07594
1080,0.0,0.01,0.0,0.03947
1140,0.0,0.002,0.0,0.01509
1200,0.0,0.011,0.362,0.025709999999999997
1260,0.0,0.002,0.0,0.02252
1320,0.0,0.005,0.0,0.03105
1380,0.0,0.001,0.0,0.00304
1440,0.0,0.007,0.0,0.027179999999999996
1500,0.0,0.019,0.34,0.03949
1560,0.0,0.004,0.0,0.016309999999999998
1620,0.0,0.002,0.0,0.01499
1680,0.0,0.009,0.0,0.0093
1740,0.0,0.018,0.0,0.028620000000000003
1800,0.0,0.004,0.329,0.029740000000000003
1860,0.0,0.005,0.0,0.01969
1920,0.0,0.003,0.0,0.02577
1980,0.0,0.002,0.0,0.02817
2040,0.0,0.002,0.0,0.0
2100,0.0,0.002,0.3,0.00364
2160,0.0,0.005,0.0,0.03628
2220,0.0,0.022,0.0,0.02843
2280,0.0,0.005,0.0,0.02212
2340,0.0,0.009,0.0,0.031409999999999993
2400,0.0,0.002,0.376,0.0179
2460,0.0,0.003,0.0,0.053810000000000004
2520,0.0,0.005,0.0,0.01293
2580,0.0,0.002,0.0,0.04986
2640,0.0,0.002,0.0,0.02762
2700,0.0,0.005,0.337,0.02214
2760,0.0,0.014,0.0,0.028669999999999998
2820,0.0,0.006,0.0,0.02918
2880,0.0,0.002,0.0,0.02846
2940,0.0,0.002,0.0,0.00652
3000,0.0,0.009,0.313,0.025480000000000003
3060,0.0,0.002,0.0,0.02364
3120,0.0,0.005,0.0,0.022930000000000002
3180,0.0,0.003,0.0,0.00929
3240,0.0,0.008,0.0,0.04034
3300,0.0,0.002,0.296,0.02359
3360,0.0,0.003,0.0,0.03347
3420,0.0,0.002,0.0,0.020769999999999997
3480,0.0,0.005,0.0,0.02878
3540,0.0,0.002,0.0,0.0
3600,0.0,0.002,0.376,0.01409
3660,0.0,0.012,0.0,0.01869
3720,0.0,0.004,0.0,0.01697
3780,0.0,0.004,0.0,0.02723
3840,0.0,0.001,0.0,0.00972
3900,0.0,0.002,0.382,0.0271
3960,0.0,0.002,0.0,0.00557
4020,0.0,0.002,0.0,0.0056
4080,0.0,0.003,0.0,0.041199999999999994
4140,0.0,0.008,0.0,0.028380000000000002
4200,0.0,0.002,0.319,0.0
4260,0.0,0.008,0.0,0.038419999999999996
4320,0.0,0.002,0.0,0.05621
4380,0.0,0.006,0.0,0.02997
4440,0.0,0.002,0.0,0.033710000000000004
4500,0.0,0.006,0.593,0.02407
4560,0.0,0.002,0.0,0.02691
4620,0.0,0.002,0.0,0.014280000000000001
4680,0.0,0.006,0.0,0.02401
4740,0.0,0.002,0.0,0.02727
4800,0.0,0.003,0.353,0.012050000000000002
4860,0.0,0.002,0.0,0.01136
4920,0.0,0.002,0.0,0.01424
4980,0.0,0.005,0.0,0.03671
5040,0.0,0.002,0.0,0.02246
5100,0.0,0.002,0.402,0.02881
5160,0.0,0.002,0.0,0.061489999999999996
5220,0.0,0.002,0.0,0.028130000000000002
5280,0.0,0.002,0.0,0.01908
5340,0.0,0.002,0.0,0.0
5400,0.0,0.002,0.322,0.020810000000000002
5460,0.0,0.006,0.0,0.01067
5520,0.0,0.002,0.0,0.02658
5580,0.0,0.002,0.0,0.04258
5640,0.0,0.003,0.0,0.031169999999999996
5700,0.0,0.005,0.533,0.02963
5760,0.0,0.003,0.0,0.014549999999999999
5820,0.0,0.001,0.0,0.00516
5880,0.0,0.003,0.0,0.01108
5940,0.0,0.001,0.0,0.007639999999999999
6000,0.0,0.001,0.569,0.01013
6060,0.0,0.001,0.0,0.00993
6120,0.0,0.001,0.0,0.0172
6180,0.0,0.001,0.0,0.00307
6240,0.0,0.003,0.0,0.01268
6300,0.0,0.001,0.389,0.0124
6360,0.0,0.001,0.0,0.00283
6420,0.0,0.004,0.0,0.01042
6480,0.0,0.003,0.0,0.013349999999999999
6540,0.0,0.003,0.0,0.006189999999999999
6600,0.0,0.003,0.4,0.0102
6660,0.0,0.001,0.0,0.00816
6720,0.0,0.001,0.0,0.00536
6780,0.0,0.003,0.0,0.01431
6840,0.0,0.002,0.0,0.00494
6900,0.0,0.001,0.305,0.011450000000000002
6960,0.0,0.001,0.0,0.01318
7020,0.0,0.001,0.0,0.01185
7080,0.0,0.001,0.0,0.0028
7140,0.0,0.001,0.0,0.00949
7200,0.0,0.001,0.308,0.01014
7260,0.0,0.001,0.0,0.0051400000000000005
7320,0.0,0.001,0.0,0.0
7380,0.0,0.001,0.0,0.00735
7440,0.0,0.004,0.0,0.011810000000000001
7500,0.0,0.001,0.33,0.0075
7560,0.0,0.001,0.0,0.00517
7620,0.0,0.003,0.0,0.014960000000000001
7680,0.0,0.002,0.0,0.0071400000000000005
7740,0.0,0.001,0.0,0.01171
7800,0.0,0.001,0.299,0.00536
7860,0.0,0.001,0.0,0.00937
7920,0.0,0.001,0.0,0.01409
7980,0.0,0.002,0.0,0.00492
8040,0.0,0.001,0.0,0.00749
8100,0.0,0.005,0.327,0.01578
8160,0.0,0.001,0.0,0.00263
8220,0.0,0.001,0.0,0.0
8280,0.0,0.001,0.0,0.014319999999999998
8340,0.0,0.002,0.0,0.00937
8400,0.0,0.002,0.363,0.01611
8460,0.0,0.001,0.0,0.00279
8520,0.0,0.003,0.0,0.00689
8580,0.0,0.002,0.0,0.00923
8640,0.0,0.001,0.0,0.010429999999999998
8700,0.0,0.001,0.446,0.01092
8760,0.0,0.003,0.0,0.006790000000000001
8820,0.0,0.002,0.0,0.01329
8880,0.0,0.001,0.0,0.009139999999999999
8940,0.0,0.001,0.0,0.014270000000000001
9000,0.0,0.001,0.296,0.00499
9060,0.0,0.001,0.0,0.006999999999999999
9120,0.0,0.001,0.0,0.00499
9180,0.0,0.001,0.0,0.00258
9240,0.0,0.001,0.0,0.00468
9300,0.0,0.001,0.296,0.00502
9360,0.0,0.003,0.0,0.00914
9420,0.0,0.001,0.0,0.0047799999999999995
9480,0.0,0.001,0.0,0.00275
9540,0.0,0.001,0.0,0.009479999999999999
9600,0.0,0.002,0.303,0.0071400000000000005
9660,0.0,0.001,0.0,0.0
9720,0.0,0.001,0.0,0.00493
9780,0.0,0.001,0.0,0.0
9840,0.0,0.002,0.0,0.00468
9900,0.0,0.001,0.408,0.01157
9960,0.0,0.001,0.0,0.00471
10020,0.0,0.001,0.0,0.00492
10080,0.0,0.001,0.0,0.007180000000000001
10140,0.0,0.001,0.0,0.00268
10200,0.0,0.001,0.319,0.00702
10260,0.0,0.001,0.0,0.00261
10320,0.0,0.003,0.0,0.010190000000000001
10380,0.0,0.001,0.0,0.00654
10440,0.0,0.001,0.0,0.00888
10500,0.0,0.001,0.345,0.00731
10560,0.0,0.001,0.0,0.009260000000000001
10620,0.0,0.001,0.0,0.00502
10680,0.0,0.001,0.0,0.00503
10740,0.0,0.004,0.0,0.012129999999999998
10800,0.0,0.002,0.36,0.00454
10860,0.0,0.002,0.0,0.011980000000000001
10920,0.0,0.001,0.0,0.0
10980,0.0,0.002,0.0,0.0052499999999999995
11040,0.0,0.002,0.0,0.00272
11100,0.0,0.001,0.376,0.00286
11160,0.0,0.001,0.0,0.00258
11220,0.0,0.001,0.0,0.0
11280,0.0,0.001,0.0,0.00276
11340,0.0,0.001,0.0,0.0047799999999999995
11400,0.0,0.001,0.315,0.00264
11460,0.0,0.002,0.0,0.00547
11520,0.0,0.001,0.0,0.00345
11580,0.0,0.001,0.0,0.0
11640,0.0,0.001,0.0,0.0
11700,0.0,0.001,0.283,0.00503
11760,0.0,0.001,0.0,0.0
11820,0.0,0.003,0.0,0.0051199999999999996
11880,0.0,0.001,0.0,0.0
11940,0.0,0.002,0.0,0.00981
12000,0.0,0.001,0.389,0.0
12060,0.0,0.001,0.0,0.0
12120,0.0,0.001,0.0,0.00507
12180,0.0,0.001,0.0,0.0
12240,0.0,0.001,0.0,0.005
12300,0.0,0.001,0.285,0.0
12360,0.0,0.001,0.0,0.0
12420,0.0,0.001,0.0,0.00617
12480,0.0,0.001,0.0,0.00255
12540,0.0,0.001,0.0,0.0
12600,0.0,0.002,0.327,0.00538
12660,0.0,0.002,0.0,0.0054
12720,0.0,0.001,0.0,0.00271
12780,0.0,0.001,0.0,0.00277
12840,0.0,0.001,0.0,0.0
12900,0.0,0.001,0.305,0.0
12960,0.0,0.001,0.0,0.00274
13020,0.0,0.001,0.0,0.0098
13080,0.0,0.002,0.0,0.0
13140,0.0,0.001,0.0,0.00363
13200,0.0,0.001,0.289,0.0
13260,0.0,0.001,0.0,0.00277
13320,0.0,0.001,0.0,0.00265
13380,0.0,0.001,0.0,0.00279
13440,0.0,0.001,0.0,0.00249
13500,0.0,0.001,0.405,0.01284
13560,0.0,0.001,0.0,0.00258
13620,0.0,0.001,0.0,0.007039999999999999
13680,0.0,0.001,0.0,0.00481
13740,0.0,0.001,0.0,0.00257
13800,0.0,0.002,0.354,0.00259
13860,0.0,0.001,0.0,0.00683
13920,0.0,0.001,0.0,0.00489
13980,0.0,0.001,0.0,0.00288
14040,0.0,0.002,0.0,0.00255
14100,0.0,0.001,0.301,0.00466
14160,0.0,0.002,0.0,0.00473
14220,0.0,0.002,0.0,0.00683
14280,0.0,0.001,0.0,0.0
14340,0.0,0.001,0.0,0.0
14400,0.0,0.001,0.276,0.00263
14460,0.0,0.001,0.0,0.009170000000000001
14520,0.0,0.001,0.0,0.0
14580,0.0,0.001,0.0,0.0
14640,0.0,0.001,0.0,0.0
14700,0.0,0.001,0.298,0.0
14760,0.0,0.001,0.0,0.0
14820,0.0,0.001,0.0,0.0033
14880,0.0,0.001,0.0,0.0048400000000000006
14940,0.0,0.001,0.0,0.0
15000,0.0,0.001,0.341,0.0
15060,0.0,0.001,0.0,0.0
15120,0.0,0.001,0.0,0.0
15180,0.0,0.001,0.0,0.0
15240,0.0,0.001,0.0,0.00278
15300,0.0,0.001,0.328,0.0
15360,0.0,0.001,0.0,0.0
15420,0.0,0.002,0.0,0.00281
15480,0.0,0.001,0.0,0.0
15540,0.0,0.0,0.0,0.0
15600,0.0,0.001,0.285,0.00291
15660,0.0,0.0,0.0,0.0
15720,0.0,0.001,0.0,0.00409
15780,0.0,0.001,0.0,0.0
15840,0.0,0.001,0.0,0.0
15900,0.0,0.0,0.28,0.0
15960,0.0,0.001,0.0,0.0
16020,0.0,0.0,0.0,0.00302
16080,0.0,0.001,0.0,0.00259
16140,0.0,0.001,0.0,0.00266
16200,0.0,0.001,0.278,0.0
16260,0.0,0.001,0.0,0.00255
16320,0.0,0.001,0.0,0.0
16380,0.0,0.001,0.0,0.0
16440,0.0,0.001,0.0,0.0
16500,0.0,0.001,0.34,0.0
16560,0.0,0.001,0.0,0.00265
16620,0.0,0.001,0.0,0.0
16680,0.0,0.001,0.0,0.0
16740,0.0,0.0,0.0,0.0
16800,0.0,0.0,0.279,0.0
16860,0.0,0.0,0.0,0.0
16920,0.0,0.0,0.0,0.0
16980,0.0,0.0,0.0,0.00271
17040,0.0,0.0,0.0,0.0
17100,0.0,0.0,0.284,0.0
17160,0.0,0.0,0.0,0.0
17220,0.0,0.0,0.0,0.0
17280,0.0,0.0,0.0,0.0
17340,0.0,0.0,0.0,0.0
17400,0.0,0.0,0.293,0.0
17460,0.0,0.0,0.0,0.0
17520,0.0,0.0,0.0,0.0
17580,0.0,0.0,0.0,0.0
17640,0.0,0.0,0.0,0.0
17700,0.0,0.0,0.33,0.0
17760,0.0,0.0,0.0,0.0
17820,0.0,0.0,0.0,0.0
17880,0.0,0.001,0.0,0.00308
17940,0.0,0.0,0.0,0.0
18000,0.0,0.0,0.284,0.0
18060,0.0,0.0,0.0,0.0
18120,0.0,0.0,0.0,0.0
18180,0.0,0.0,0.0,0.0
18240,0.0,0.0,0.0,0.0
18300,0.0,0.0,0.343,0.0
18360,0.0,0.0,0.0,0.0
18420,0.0,0.0,0.0,0.0
18480,0.0,0.0,0.0,0.0
18540,0.0,0.0,0.0,0.0
18600,0.0,0.0,0.284,0.0
18660,0.0,0.001,0.0,0.0
18720,0.0,0.0,0.0,0.0
18780,0.0,0.0,0.0,0.0
18840,0.0,0.0,0.0,0.0
18900,0.0,0.0,0.361,0.0
18960,0.0,0.0,0.0,0.0
19020,0.0,0.0,0.0,0.0
19080,0.0,0.0,0.0,0.0
19140,0.0,0.0,0.0,0.0
19200,0.0,0.0,0.284,0.0
19260,0.0,0.0,0.0,0.0
19320,0.0,0.0,0.0,0.0
